codigo_cola,anio,tipo,fabricante,modelo,motores,asientos,velocidad,tipo_motor
N801UA,1997,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N802AW,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N802UA,1997,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N803SK,2006,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N803UA,1997,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N804AW,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N804JB,2012,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N804UA,1997,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N805AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N805JB,2012,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N805UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N806JB,2012,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N806UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N807AW,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N807JB,2012,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N807UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N808UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N809AW,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N809JB,2012,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N809NW,2005,Ala fija multimotor,AIRBUS,A330-323,2,379,NA,Turboventilador
N809UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N810AW,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N810UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N811UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N812AW,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N812AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N812UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N813AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N813SK,2006,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N813UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N81449,2012,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N814AW,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N814UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N815AW,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N815UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N816UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N817AW,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N817UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N818UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N819AW,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N819AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N819UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N820AS,1997,Ala fija multimotor,CANADAIR,CL-600-2B19,2,55,NA,Turboventilador
N820AW,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N820AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N820UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N821AW,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N821AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N821JB,2012,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N821UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N822UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N823AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N823UA,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N824AS,1997,Ala fija multimotor,CANADAIR,CL-600-2B19,2,55,NA,Turboventilador
N824AW,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N824AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N824UA,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N825AS,1997,Ala fija multimotor,CANADAIR,CL-600-2B19,2,55,NA,Turboventilador
N825AW,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N825AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N825MH,2000,Ala fija multimotor,BOEING,767-432ER,2,300,NA,Turboreactor
N825UA,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N826AS,1997,Ala fija multimotor,CANADAIR,CL-600-2B19,2,55,NA,Turboventilador
N826AW,NA,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N826AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N826MH,2000,Ala fija multimotor,BOEING,767-432ER,2,300,NA,Turboreactor
N826UA,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N827AS,1997,Ala fija multimotor,CANADAIR,CL-600-2B19,2,55,NA,Turboventilador
N827AW,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N827AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N827JB,2013,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N827MH,2001,Ala fija multimotor,BOEING,767-432ER,2,300,NA,Turboreactor
N827UA,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N828AS,1997,Ala fija multimotor,CANADAIR,CL-600-2B19,2,55,NA,Turboventilador
N828AW,NA,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N828JB,2013,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N828MH,2000,Ala fija multimotor,BOEING,767-432ER,2,300,NA,Turboreactor
N828UA,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N829AS,1998,Ala fija multimotor,CANADAIR,CL-600-2B19,2,55,NA,Turboventilador
N829AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N829MH,2000,Ala fija multimotor,BOEING,767-432ER,2,300,NA,Turboreactor
N829UA,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N8301J,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8302F,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8303R,NA,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8305E,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8306H,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8307K,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8308K,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8309C,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N830AS,1998,Ala fija multimotor,CANADAIR,CL-600-2B19,2,55,NA,Turboventilador
N830AW,NA,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N830AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N830UA,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N8310C,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8311Q,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8312C,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8313F,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8314L,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8315C,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8316H,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8317M,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8318F,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8319F,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N831AW,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-132,2,179,NA,Turboreactor
N831AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N831MH,2000,Ala fija multimotor,BOEING,767-432ER,2,300,NA,Turboreactor
N831UA,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N8320J,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8321D,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8322X,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8323C,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8324A,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8325D,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8326F,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8327A,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8328A,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8329B,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N832AS,1998,Ala fija multimotor,CANADAIR,CL-600-2B19,2,55,NA,Turboventilador
N832AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N832UA,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N833AS,1998,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N833AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N833UA,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N834AS,1998,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N834AW,NA,Ala fija multimotor,AIRBUS,A319-132,2,179,NA,Turboventilador
N834AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N834JB,2013,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N834MH,2000,Ala fija multimotor,BOEING,767-432ER,2,300,NA,Turboreactor
N834UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N835AS,1998,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N835AW,NA,Ala fija multimotor,AIRBUS,A319-132,2,179,NA,Turboventilador
N835AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N835MH,2000,Ala fija multimotor,BOEING,767-432ER,2,300,NA,Turboreactor
N835UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N835VA,2010,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N836AS,1998,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N836AW,2005,Ala fija multimotor,AIRBUS,A319-132,2,179,NA,Turboventilador
N836AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N836UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N836VA,2010,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N837AW,2005,Ala fija multimotor,AIRBUS,A319-132,2,179,NA,Turboventilador
N837MH,2000,Ala fija multimotor,BOEING,767-432ER,2,300,NA,Turboreactor
N837UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N837VA,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N838AW,2005,Ala fija multimotor,AIRBUS,A319-132,2,179,NA,Turboventilador
N838MH,2001,Ala fija multimotor,BOEING,767-432ER,2,300,NA,Turboreactor
N838UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N838VA,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N8390A,2000,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N839AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N839MH,2001,Ala fija multimotor,BOEING,767-432ER,2,300,NA,Turboreactor
N839UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N839VA,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N8409N,2000,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N840AS,1999,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N840AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N840MH,2001,Ala fija multimotor,BOEING,767-432ER,2,300,NA,Turboreactor
N840MQ,1974,Ala fija multimotor,CANADAIR LTD,CF-5D,4,2,NA,Turboreactor
N840UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N840VA,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N8412F,2000,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8416B,2000,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N841AY,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N841MH,2001,Ala fija multimotor,BOEING,767-432ER,2,300,NA,Turboreactor
N841UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N841VA,NA,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N8423C,2000,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N842MH,2001,Ala fija multimotor,BOEING,767-432ER,2,300,NA,Turboreactor
N842UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N842VA,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N8432A,2000,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N843MH,2002,Ala fija multimotor,BOEING,767-432ER,2,300,NA,Turboreactor
N843UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N843VA,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N8444F,2000,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N844MH,2002,Ala fija multimotor,BOEING,767-432ER,2,300,NA,Turboreactor
N844UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N844VA,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N8458A,2000,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N845MH,2002,Ala fija multimotor,BOEING,767-432ER,2,300,NA,Turboreactor
N845UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N845VA,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N846AS,NA,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N846UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N846VA,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N8475B,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8477R,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N847UA,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N847VA,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N8488D,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N848AS,1999,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N848UA,2002,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N848VA,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N8492C,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8495B,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N849UA,2002,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N849VA,2012,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N8501F,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8505Q,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8506C,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N850UA,2002,Ala fija multimotor,AIRBUS INDUSTRIE,A319-131,2,179,NA,Turboreactor
N8515F,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8516C,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N851NW,2004,Ala fija multimotor,AIRBUS INDUSTRIE,A330-223,2,379,NA,Turboreactor
N851UA,2002,Ala fija multimotor,AIRBUS,A319-131,2,179,NA,Turboreactor
N851VA,2012,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N8525B,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N852UA,2002,Ala fija multimotor,AIRBUS,A319-131,2,179,NA,Turboreactor
N852VA,2012,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N8532G,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8533D,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N853UA,2002,Ala fija multimotor,AIRBUS,A319-131,2,179,NA,Turboreactor
N853VA,2012,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N8541D,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8543F,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N854NW,2004,Ala fija multimotor,AIRBUS,A330-223,3,379,NA,Turboventilador
N854UA,2002,Ala fija multimotor,AIRBUS,A319-131,2,179,NA,Turboreactor
N854VA,2012,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N8554A,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N855UA,2002,Ala fija multimotor,AIRBUS,A319-131,2,179,NA,Turboreactor
N855VA,2012,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N8560F,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N856NW,2004,Ala fija multimotor,AIRBUS,A330-223,3,379,NA,Turboventilador
N8577D,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8580A,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8587E,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8588D,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N858AS,2000,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8598B,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N859AS,2000,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8600F,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8601C,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8602F,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8603F,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8604C,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8604K,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8605E,2012,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8606C,NA,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8607M,2013,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8608N,2013,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8609A,2013,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8610A,2013,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8611A,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8611F,2013,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8612K,2013,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8613K,2013,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8614M,2013,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8615E,2013,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8616C,2013,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8617E,2013,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8618N,2013,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8619F,2013,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8620H,2013,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8621A,2013,Ala fija multimotor,BOEING,737-8H4,2,140,NA,Turboventilador
N8623A,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N862DA,1999,Ala fija multimotor,BOEING,777-232,2,400,NA,Turboreactor
N8631E,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N863DA,1999,Ala fija multimotor,BOEING,777-232,2,400,NA,Turboreactor
N8646A,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8659B,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N865DA,1999,Ala fija multimotor,BOEING,777-232,2,400,NA,Turboreactor
N8665A,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8672A,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8673D,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8674A,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8683B,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8688C,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8694A,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8696C,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8698A,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8709A,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N870AS,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8710A,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8718E,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N871AS,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8721B,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8733G,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8736A,2003,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8745B,2003,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8747B,2003,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N87507,2008,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N87512,2008,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N87513,2008,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N8751D,2003,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N87527,2010,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N87531,2011,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N8758D,2003,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N8771A,2003,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
