anio	estado_civil	edad	raza	ingreso	partido	religion	denominacion	horas_tv
2012	Viudo	69	Blanca	No aplica	No fuertemente republicano	Protestante	Bautistas del sur	2
2012	Casado	52	Blanca	20000 - 24999	Fuertemente republicano	Protestante	Episcopal	3
2012	Divorciado	59	Blanca	No aplica	Independiente	Protestante	No denominacional	4
2012	Nunca se ha casado	39	Negra	No aplica	No fuertemente demócrata	Ninguna	No aplica	10
2012	Nunca se ha casado	57	Negra	No aplica	Fuertemente demócrata	Protestante	Bautistas del sur	NA
2012	Casado	63	Blanca	No sabe	Ind, pro rep	Protestante	Bautistas del sur	NA
2012	Nunca se ha casado	29	Negra	Se niega a responder	Ind, pro rep	Ninguna	No aplica	3
2012	Nunca se ha casado	19	Negra	No aplica	Fuertemente republicano	Protestante	No denominacional	7
2012	Casado	30	Blanca	15000 - 19999	Independiente	Ninguna	No aplica	NA
2012	Casado	38	Blanca	20000 - 24999	Fuertemente republicano	Protestante	Otras bautistas	2
2012	Casado	28	Blanca	No aplica	No fuertemente republicano	Protestante	Bautistas del sur	2
2012	Divorciado	41	Blanca	No aplica	No fuertemente republicano	No sabe	No aplica	10
2012	Divorciado	56	Negra	25000 o más	Fuertemente demócrata	Protestante	Bautistas del sur	NA
2012	Nunca se ha casado	24	Blanca	No aplica	No fuertemente republicano	Católica	No aplica	2
2012	Divorciado	58	Negra	Se niega a responder	No fuertemente demócrata	Cristiana	No aplica	NA
2012	Nunca se ha casado	28	Negra	No sabe	Fuertemente demócrata	Protestante	Bautistas del sur	20
2012	Viudo	55	Blanca	No aplica	Fuertemente republicano	Ninguna	No aplica	NA
2012	Divorciado	41	Blanca	25000 o más	No fuertemente republicano	Protestante	Iglesia metodista unida	3
2012	Nunca se ha casado	29	Negra	20000 - 24999	Fuertemente demócrata	Protestante	Iglesia africana metodista episcopal	5
2012	Casado	65	Blanca	No aplica	Fuertemente demócrata	Protestante	Otras luteranas	3
2012	Viudo	64	Blanca	No aplica	Fuertemente demócrata	Católica	No aplica	4
2012	Casado	41	Blanca	25000 o más	Ind, pro dem	Protestante	Bautista, no sabe cuál	NA
2012	Divorciado	39	Blanca	Menos de 1000	No fuertemente republicano	Cristiana	No aplica	NA
2012	Nunca se ha casado	29	Blanca	25000 o más	No fuertemente republicano	Protestante	Asociación bautista estadounidense	2
2012	Casado	54	Negra	25000 o más	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	2
2012	Divorciado	47	Blanca	25000 o más	Fuertemente demócrata	Protestante	Bautistas del sur	NA
2012	Casado	44	Blanca	20000 - 24999	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	1
2012	Divorciado	24	Negra	Menos de 1000	Fuertemente demócrata	Cristiana	No aplica	3
2012	Casado	33	Blanca	10000 - 14999	Fuertemente demócrata	Otra	No aplica	3
2012	Casado	60	Blanca	No aplica	No fuertemente republicano	Protestante	Iglesia metodista unida	NA
2012	Casado	60	Blanca	25000 o más	No fuertemente republicano	Católica	No aplica	2
2012	Casado	53	Blanca	25000 o más	Fuertemente republicano	Protestante	Episcopal	2
2012	Nunca se ha casado	19	Blanca	5000 - 5999	Independiente	Ninguna	No aplica	NA
2012	Casado	46	Blanca	No sabe	Independiente	Protestante	Sínodo luterano	2
2012	Viudo	84	Blanca	No aplica	Sin respuesta	Sin respuesta	Sin respuesta	NA
2012	Nunca se ha casado	37	Negra	15000 - 19999	Ind, pro dem	Protestante	Otra	2
2012	Nunca se ha casado	35	Blanca	No aplica	Otro partido	Ninguna	No aplica	NA
2012	Casado	60	Blanca	No aplica	Fuertemente republicano	Cristiana	No aplica	2
2012	Nunca se ha casado	46	Blanca	20000 - 24999	No fuertemente demócrata	Cristiana	No aplica	NA
2012	Nunca se ha casado	26	Blanca	15000 - 19999	Ind, pro dem	Ninguna	No aplica	1
2012	Nunca se ha casado	31	Blanca	10000 - 14999	Fuertemente republicano	Ninguna	No aplica	4
2012	Casado	67	Blanca	No aplica	Ind, pro dem	Protestante	Otra	NA
2012	Casado	67	Blanca	No aplica	Fuertemente demócrata	Protestante	Episcopal	NA
2012	Casado	88	Blanca	No aplica	No fuertemente republicano	Católica	No aplica	2
2012	Casado	40	Blanca	25000 o más	Ind, pro dem	Cristiana	No aplica	1
2012	Casado	70	Blanca	No aplica	No fuertemente demócrata	Protestante	Presbiteriana, fusionadas	NA
2012	Casado	44	Blanca	No aplica	Independiente	Cristiana	No aplica	2
2012	Casado	39	Otra	25000 o más	Independiente	Católica	No aplica	NA
2012	Casado	65	Blanca	No aplica	Fuertemente republicano	Protestante	Bautista, no sabe cuál	NA
2012	Nunca se ha casado	33	Negra	10000 - 14999	Independiente	Protestante	Otra	2
2012	Casado	63	Blanca	No aplica	Fuertemente demócrata	Protestante	Otra	1
2012	Nunca se ha casado	31	Negra	25000 o más	No fuertemente demócrata	Protestante	Bautistas del sur	NA
2012	Nunca se ha casado	23	Negra	7000 - 7999	Independiente	Ninguna	No aplica	5
2012	Casado	71	Blanca	No aplica	Ind, pro rep	Protestante	No denominacional	NA
2012	Casado	32	Negra	25000 o más	Otro partido	Protestante	Iglesia metodista unida	1
2012	Divorciado	52	Blanca	25000 o más	No fuertemente demócrata	Cristiana	No aplica	NA
2012	Viudo	77	Blanca	No aplica	Fuertemente demócrata	Católica	No aplica	8
2012	Casado	63	Blanca	25000 o más	Ind, pro rep	Protestante	Bautista, no sabe cuál	1
2012	Divorciado	42	Blanca	25000 o más	Independiente	Protestante	Bautistas del sur	1
2012	Casado	52	Blanca	No aplica	Otro partido	Católica	No aplica	NA
2012	Casado	70	Blanca	No aplica	No fuertemente republicano	Protestante	Iglesia metodista unida	3
2012	Nunca se ha casado	23	Blanca	6000 - 6999	Independiente	No sabe	No aplica	NA
2012	Viudo	84	Blanca	No aplica	Fuertemente republicano	Protestante	Bautistas del sur	3
2012	Casado	30	Blanca	25000 o más	Fuertemente republicano	Protestante	Otra	3
2012	Nunca se ha casado	59	Negra	No aplica	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	NA
2012	Casado	61	Blanca	No aplica	No fuertemente demócrata	Protestante	Otra	3
2012	Divorciado	37	Blanca	10000 - 14999	Sin respuesta	Protestante	Bautistas del sur	NA
2012	Casado	41	Blanca	25000 o más	Independiente	Protestante	Bautistas del sur	1
2012	Viudo	55	Blanca	No aplica	Fuertemente demócrata	Protestante	Otra	4
2012	Casado	31	Blanca	No aplica	Fuertemente republicano	Otra	No aplica	NA
2012	Nunca se ha casado	21	Blanca	Menos de 1000	Ind, pro rep	Ninguna	No aplica	4
2012	Nunca se ha casado	28	Blanca	20000 - 24999	No fuertemente republicano	Protestante	Bautistas del sur	NA
2012	Nunca se ha casado	35	Blanca	25000 o más	No fuertemente republicano	Protestante	Otra	3
2012	Casado	52	Blanca	25000 o más	Fuertemente republicano	Protestante	Metodista, no sabe cuál	1
2012	Casado	63	Negra	6000 - 6999	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	3
2012	Divorciado	46	Negra	10000 - 14999	Fuertemente demócrata	Cristiana	No aplica	0
2012	Divorciado	64	Blanca	25000 o más	No fuertemente republicano	Ninguna	No aplica	2
2012	Casado	29	Negra	No aplica	Independiente	Protestante	Bautista, no sabe cuál	NA
2012	Casado	41	Negra	25000 o más	No fuertemente demócrata	Protestante	Otra	3
2012	Divorciado	60	Negra	No aplica	Fuertemente demócrata	Protestante	Bautistas del sur	NA
2012	Casado	38	Blanca	No aplica	Independiente	Protestante	Bautista, no sabe cuál	1
2012	Viudo	81	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	3
2012	Divorciado	52	Blanca	No aplica	Ind, pro dem	Protestante	Bautista, no sabe cuál	8
2012	Casado	62	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	1
2012	Divorciado	46	Blanca	25000 o más	No fuertemente republicano	Protestante	Bautista, no sabe cuál	2
2012	Nunca se ha casado	27	Blanca	4000 - 4999	Ind, pro rep	Protestante	Bautistas del sur	NA
2012	Casado	43	Blanca	25000 o más	No fuertemente republicano	Protestante	Bautistas del sur	3
2012	Casado	48	Blanca	15000 - 19999	Fuertemente republicano	Protestante	Otras bautistas	4
2012	Nunca se ha casado	37	Negra	No aplica	Fuertemente demócrata	Protestante	Iglesia africana metodista episcopal	5
2012	Casado	55	Blanca	Se niega a responder	Fuertemente republicano	Católica	No aplica	1
2012	Nunca se ha casado	19	Blanca	3000 - 3999	No fuertemente republicano	Protestante	Bautistas del sur	NA
2012	Casado	59	Blanca	No aplica	No fuertemente demócrata	Protestante	Bautistas del sur	0
2012	Nunca se ha casado	37	Negra	Se niega a responder	No fuertemente demócrata	Protestante	Bautista, no sabe cuál	5
2012	Viudo	NA	Blanca	No aplica	Fuertemente demócrata	Católica	No aplica	2
2012	Casado	37	Blanca	25000 o más	Fuertemente demócrata	Protestante	Metodista, no sabe cuál	NA
2012	Casado	47	Negra	25000 o más	No fuertemente demócrata	Protestante	No denominacional	NA
2012	Casado	77	Negra	No aplica	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	8
2012	Nunca se ha casado	21	Blanca	5000 - 5999	Ind, pro dem	Ninguna	No aplica	6
2012	Viudo	71	Negra	No aplica	Fuertemente demócrata	Protestante	Iglesia africana metodista episcopal de Sion	4
2012	Casado	59	Negra	Se niega a responder	Fuertemente demócrata	Protestante	Otra	NA
2012	Casado	28	Negra	No aplica	Fuertemente demócrata	Protestante	Otra	2
2012	Casado	57	Blanca	25000 o más	No fuertemente republicano	Cristiana	No aplica	NA
2012	Nunca se ha casado	37	Otra	25000 o más	Ind, pro rep	Hinduismo	No aplica	3
2012	Nunca se ha casado	37	Negra	20000 - 24999	Ind, pro dem	Protestante	Bautista, no sabe cuál	2
2012	Nunca se ha casado	49	Negra	No aplica	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	4
2012	Divorciado	63	Negra	25000 o más	Ind, pro dem	Budismo	No aplica	NA
2012	Nunca se ha casado	22	Negra	No aplica	No fuertemente demócrata	Protestante	Iglesias bautistas de EEUU	NA
2012	Nunca se ha casado	45	Negra	25000 o más	Fuertemente demócrata	Protestante	Bautistas del sur	5
2012	Viudo	82	Negra	No aplica	No fuertemente demócrata	Católica	No aplica	2
2012	Divorciado	59	Negra	No aplica	No fuertemente demócrata	Protestante	Otra	NA
2012	Nunca se ha casado	41	Negra	6000 - 6999	No fuertemente demócrata	Musulmana/Islam	No aplica	3
2012	Divorciado	47	Blanca	25000 o más	Independiente	Protestante	Otras bautistas	NA
2012	Nunca se ha casado	29	Blanca	No aplica	Independiente	Protestante	Bautista, no sabe cuál	NA
2012	Divorciado	52	Blanca	10000 - 14999	Ind, pro dem	Protestante	Bautistas del sur	3
2012	Nunca se ha casado	24	Blanca	No sabe	Ind, pro dem	Protestante	Bautistas del sur	NA
2012	Viudo	72	Negra	No aplica	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	NA
2012	Casado	52	Negra	10000 - 14999	Fuertemente demócrata	Protestante	Bautistas del sur	NA
2012	Casado	54	Blanca	25000 o más	Independiente	Protestante	Bautistas del sur	NA
2012	Divorciado	61	Blanca	25000 o más	Ind, pro dem	Protestante	Otra	2
2012	Casado	37	Blanca	No aplica	Fuertemente republicano	Cristiana	No aplica	2
2012	Casado	65	Blanca	25000 o más	Ind, pro rep	Protestante	Presbiteriana, no sabe cuál	NA
2012	Casado	33	Blanca	25000 o más	Fuertemente republicano	Protestante	Otras bautistas	2
2012	Divorciado	64	Blanca	25000 o más	No fuertemente republicano	Protestante	Iglesia metodista unida	3
2012	Casado	52	Negra	No aplica	Ind, pro dem	Protestante	Iglesia africana metodista episcopal	NA
2012	Casado	71	Blanca	No aplica	Independiente	Protestante	Bautista, no sabe cuál	NA
2012	Divorciado	65	Negra	25000 o más	Fuertemente demócrata	Protestante	Otra	3
2012	Nunca se ha casado	19	Negra	No aplica	Ind, pro rep	Ninguna	No aplica	3
2012	Casado	60	Negra	No aplica	Fuertemente demócrata	Protestante	Iglesia metodista unida	NA
2012	Divorciado	60	Blanca	No aplica	Fuertemente republicano	Católica	No aplica	NA
2012	Nunca se ha casado	25	Negra	25000 o más	No fuertemente demócrata	Protestante	Bautista, no sabe cuál	4
2012	Casado	51	Blanca	25000 o más	No fuertemente republicano	Católica	No aplica	3
2012	Casado	66	Blanca	No aplica	No fuertemente republicano	Ninguna	No aplica	NA
2012	Divorciado	68	Blanca	No aplica	Fuertemente demócrata	Católica	No aplica	NA
2012	Divorciado	52	Blanca	15000 - 19999	Fuertemente demócrata	Otra	No aplica	NA
2012	Nunca se ha casado	37	Blanca	25000 o más	Fuertemente demócrata	Ninguna	No aplica	4
2012	Viudo	87	Blanca	No aplica	No fuertemente republicano	Protestante	Bautista, no sabe cuál	3
2012	Nunca se ha casado	26	Blanca	15000 - 19999	No fuertemente demócrata	Ninguna	No aplica	1
2012	Casado	76	Blanca	No aplica	No fuertemente demócrata	Católica	No aplica	3
2012	Casado	47	Blanca	15000 - 19999	No fuertemente demócrata	Católica	No aplica	1
2012	Divorciado	52	Blanca	25000 o más	Fuertemente demócrata	Ninguna	No aplica	2
2012	Casado	68	Otra	25000 o más	Ind, pro rep	Protestante	Bautistas del sur	2
2012	Casado	53	Blanca	Se niega a responder	Fuertemente republicano	Protestante	Bautistas del sur	2
2012	Viudo	60	Blanca	No aplica	Independiente	Protestante	Bautista, no sabe cuál	3
2012	Nunca se ha casado	30	Blanca	10000 - 14999	Ind, pro dem	Protestante	Iglesia luterana americana	0
2012	Viudo	82	Blanca	No aplica	Fuertemente republicano	Protestante	Otras bautistas	10
2012	Casado	34	Blanca	3000 - 3999	Ind, pro rep	Cristiana	No aplica	2
2012	Casado	65	Blanca	No aplica	Fuertemente demócrata	Católica	No aplica	NA
2012	Divorciado	57	Blanca	25000 o más	No fuertemente republicano	Católica	No aplica	1
2012	Nunca se ha casado	65	Blanca	25000 o más	No fuertemente demócrata	Protestante	Otra	3
2012	Casado	73	Blanca	No aplica	No fuertemente demócrata	Protestante	Iglesia metodista unida	7
2012	Casado	50	Blanca	20000 - 24999	Fuertemente republicano	Protestante	Bautistas del sur	10
2012	Divorciado	41	Blanca	10000 - 14999	Independiente	Católica	No aplica	3
2012	Casado	44	Blanca	Se niega a responder	No fuertemente republicano	Católica	No aplica	NA
2012	Divorciado	74	Blanca	No aplica	Ind, pro dem	Ninguna	No aplica	0
2012	Nunca se ha casado	19	Blanca	1000 - 2999	Ind, pro rep	Protestante	Otras bautistas	3
2012	Viudo	69	Blanca	8000 - 9999	Ind, pro rep	Católica	No aplica	NA
2012	Casado	62	Blanca	25000 o más	No fuertemente republicano	Protestante	Metodista, no sabe cuál	1
2012	Casado	28	Blanca	Menos de 1000	Ind, pro dem	Nativa americana	No aplica	6
2012	Separado	44	Blanca	25000 o más	Ind, pro rep	Protestante	Iglesia metodista unida	NA
2012	Casado	66	Blanca	No aplica	Fuertemente demócrata	Protestante	Iglesia presbiteriana de los EEUU	3
2012	Casado	84	Blanca	No aplica	Ind, pro rep	Protestante	Otras bautistas	4
2012	Casado	29	Blanca	No aplica	Otro partido	Protestante	Bautista, no sabe cuál	NA
2012	Casado	87	Blanca	No aplica	No fuertemente demócrata	Protestante	Iglesia metodista unida	3
2012	Casado	75	Blanca	No aplica	No fuertemente republicano	Protestante	Otra	NA
2012	Divorciado	47	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	4
2012	Viudo	86	Blanca	Se niega a responder	No fuertemente republicano	Protestante	Otra	NA
2012	Separado	55	Blanca	10000 - 14999	Ind, pro rep	Ninguna	No aplica	2
2012	Casado	76	Blanca	No aplica	Fuertemente republicano	Protestante	Asociación bautista estadounidense	3
2012	Viudo	84	Blanca	No aplica	No fuertemente republicano	Católica	No aplica	NA
2012	Viudo	80	Blanca	No aplica	Independiente	Católica	No aplica	2
2012	Casado	63	Blanca	Se niega a responder	Otro partido	Protestante	No denominacional	NA
2012	Casado	42	Blanca	25000 o más	No fuertemente republicano	Protestante	Otra	0
2012	Casado	59	Blanca	25000 o más	No fuertemente demócrata	Protestante	Iglesia metodista unida	NA
2012	Casado	55	Blanca	15000 - 19999	No fuertemente republicano	Protestante	Otras bautistas	15
2012	Casado	44	Blanca	7000 - 7999	No fuertemente demócrata	Protestante	Episcopal	1
2012	Casado	50	Blanca	25000 o más	Ind, pro rep	Católica	No aplica	NA
2012	Casado	47	Blanca	25000 o más	Fuertemente republicano	Católica	No aplica	1
2012	Casado	51	Blanca	25000 o más	Fuertemente demócrata	Católica	No aplica	1
2012	Divorciado	50	Blanca	20000 - 24999	No fuertemente demócrata	Protestante	No denominacional	1
2012	Casado	70	Blanca	5000 - 5999	Fuertemente demócrata	Católica	No aplica	2
2012	Casado	30	Blanca	25000 o más	Fuertemente demócrata	Católica	No aplica	2
2012	Nunca se ha casado	25	Blanca	15000 - 19999	Independiente	Católica	No aplica	NA
2012	Nunca se ha casado	25	Blanca	No aplica	No fuertemente demócrata	Budismo	No aplica	1
2012	Divorciado	54	Negra	No aplica	Fuertemente demócrata	Protestante	Iglesias bautistas de EEUU	NA
2012	Divorciado	68	Blanca	20000 - 24999	No fuertemente demócrata	Protestante	Iglesia metodista unida	5
2012	Divorciado	47	Blanca	25000 o más	Independiente	Ninguna	No aplica	1
2012	Viudo	88	Blanca	No aplica	Fuertemente demócrata	Ninguna	No aplica	NA
2012	Casado	77	Blanca	7000 - 7999	Fuertemente republicano	Protestante	Episcopal	4
2012	Nunca se ha casado	28	Blanca	25000 o más	No fuertemente republicano	Católica	No aplica	3
2012	Casado	58	Blanca	No aplica	No fuertemente republicano	Ninguna	No aplica	NA
2012	Divorciado	60	Blanca	25000 o más	No fuertemente demócrata	Cristiana ortodoxa	No aplica	1
2012	Casado	62	Blanca	25000 o más	Fuertemente demócrata	Católica	No aplica	4
2012	Casado	38	Blanca	1000 - 2999	No fuertemente demócrata	Católica	No aplica	NA
2012	Nunca se ha casado	25	Negra	Menos de 1000	Independiente	Ninguna	No aplica	3
2012	Nunca se ha casado	34	Negra	15000 - 19999	Fuertemente demócrata	Ninguna	No aplica	3
2012	Viudo	89	Blanca	No aplica	No fuertemente demócrata	Católica	No aplica	NA
2012	Nunca se ha casado	36	Blanca	No aplica	Independiente	Cristiana	No aplica	NA
2012	Casado	53	Blanca	25000 o más	No fuertemente demócrata	Católica	No aplica	4
2012	Casado	46	Negra	25000 o más	Otro partido	Ninguna	No aplica	5
2012	Viudo	69	Blanca	25000 o más	Otro partido	Protestante	Iglesia metodista unida	NA
2012	Separado	63	Blanca	No aplica	Fuertemente demócrata	Católica	No aplica	5
2012	Nunca se ha casado	59	Blanca	25000 o más	Independiente	Católica	No aplica	NA
2012	Nunca se ha casado	19	Blanca	1000 - 2999	Independiente	Ninguna	No aplica	3
2012	Casado	26	Otra	25000 o más	No fuertemente demócrata	Católica	No aplica	2
2012	Casado	42	Blanca	25000 o más	Ind, pro dem	Protestante	Iglesia metodista unida	1
2012	Casado	52	Blanca	25000 o más	No fuertemente demócrata	Ninguna	No aplica	NA
2012	Nunca se ha casado	31	Negra	No aplica	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	1
2012	Casado	46	Blanca	15000 - 19999	No fuertemente republicano	Protestante	Otra	NA
2012	Nunca se ha casado	18	Otra	No aplica	Ind, pro dem	Ninguna	No aplica	2
2012	Casado	26	Blanca	Se niega a responder	Fuertemente republicano	Protestante	Bautista, no sabe cuál	0
2012	Divorciado	40	Blanca	25000 o más	No fuertemente republicano	Protestante	Iglesia metodista unida	0
2012	Casado	33	Blanca	25000 o más	No fuertemente republicano	Ninguna	No aplica	2
2012	Casado	57	Blanca	No aplica	No fuertemente republicano	Ninguna	No aplica	6
2012	Nunca se ha casado	20	Negra	10000 - 14999	Fuertemente demócrata	Ninguna	No aplica	0
2012	Casado	42	Blanca	25000 o más	Fuertemente demócrata	Ninguna	No aplica	0
2012	Casado	41	Blanca	25000 o más	No fuertemente demócrata	Católica	No aplica	2
2012	Viudo	73	Blanca	No aplica	Independiente	Protestante	Evangélica luterana	3
2012	Nunca se ha casado	21	Blanca	No aplica	No fuertemente republicano	Católica	No aplica	NA
2012	Nunca se ha casado	21	Blanca	No aplica	No fuertemente republicano	Católica	No aplica	1
2012	Casado	45	Blanca	25000 o más	No fuertemente demócrata	Judía	No aplica	3
2012	Nunca se ha casado	21	Blanca	7000 - 7999	No fuertemente republicano	Ninguna	No aplica	1
2012	Divorciado	68	Blanca	No aplica	Fuertemente demócrata	Ninguna	No aplica	2
2012	Nunca se ha casado	46	Blanca	25000 o más	Independiente	Ninguna	No aplica	NA
2012	Divorciado	53	Blanca	25000 o más	Independiente	Ninguna	No aplica	2
2012	Divorciado	28	Blanca	25000 o más	Independiente	Ninguna	No aplica	NA
2012	Divorciado	34	Blanca	25000 o más	Fuertemente republicano	Ninguna	No aplica	1
2012	Divorciado	68	Blanca	1000 - 2999	No fuertemente demócrata	Protestante	Bautista, no sabe cuál	NA
2012	Divorciado	43	Blanca	10000 - 14999	Sin respuesta	Católica	No aplica	4
2012	Divorciado	42	Blanca	No aplica	Independiente	Protestante	No denominacional	0
2012	Casado	59	Blanca	25000 o más	Ind, pro dem	Protestante	Otras bautistas	3
2012	Divorciado	57	Blanca	25000 o más	Independiente	Cristiana	No aplica	3
2012	Nunca se ha casado	24	Blanca	No aplica	Independiente	Protestante	Otra	NA
2012	Casado	40	Blanca	25000 o más	Ind, pro rep	Protestante	Otra	1
2012	Casado	41	Blanca	25000 o más	Fuertemente republicano	Protestante	Otra	1
2012	Divorciado	59	Blanca	25000 o más	Independiente	Ninguna	No aplica	4
2012	Casado	64	Blanca	8000 - 9999	Ind, pro rep	Protestante	Luterana, no sabe cuál	NA
2012	Casado	55	Blanca	25000 o más	Ind, pro rep	Protestante	Otra	1
2012	Casado	55	Blanca	25000 o más	Otro partido	Cristiana	No aplica	NA
2012	Casado	35	Negra	25000 o más	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	4
2012	Nunca se ha casado	33	Blanca	No aplica	Ind, pro dem	Ninguna	No aplica	0
2012	Casado	83	Blanca	No aplica	Fuertemente republicano	Protestante	Iglesia luterana de EEUU	NA
2012	Casado	48	Blanca	25000 o más	Fuertemente republicano	Católica	No aplica	NA
2012	Casado	68	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	3
2012	Nunca se ha casado	60	Blanca	15000 - 19999	Independiente	Protestante	No denominacional	2
2012	Separado	38	Blanca	10000 - 14999	No fuertemente demócrata	Protestante	Bautista, no sabe cuál	2
2012	Nunca se ha casado	24	Blanca	10000 - 14999	No fuertemente demócrata	Protestante	Bautista, no sabe cuál	3
2012	Casado	77	Blanca	No aplica	No fuertemente republicano	Ninguna	No aplica	8
2012	Divorciado	46	Blanca	No aplica	Fuertemente demócrata	Ninguna	No aplica	NA
2012	Nunca se ha casado	83	Blanca	No aplica	No fuertemente demócrata	Protestante	Otra	3
2012	Viudo	89	Blanca	No aplica	No fuertemente demócrata	Protestante	Otra	NA
2012	Viudo	86	Blanca	No aplica	Otro partido	Católica	No aplica	4
2012	Casado	34	Blanca	No aplica	No fuertemente republicano	Cristiana	No aplica	1
2012	Divorciado	45	Blanca	3000 - 3999	No fuertemente republicano	Católica	No aplica	NA
2012	Casado	81	Blanca	No aplica	Independiente	Protestante	Otra	NA
2012	Casado	45	Blanca	25000 o más	Ind, pro rep	Protestante	Presbiteriana, no sabe cuál	NA
2012	Casado	42	Blanca	No aplica	Fuertemente republicano	Cristiana	No aplica	3
2012	Divorciado	43	Blanca	25000 o más	Fuertemente republicano	Protestante	Sínodo evangélico luterano de Wisconsin	NA
2012	Casado	47	Blanca	25000 o más	No fuertemente republicano	Católica	No aplica	0
2012	Casado	59	Blanca	25000 o más	No fuertemente demócrata	Protestante	Sínodo luterano	2
2012	Nunca se ha casado	33	Blanca	Menos de 1000	Independiente	Ninguna	No aplica	NA
2012	Nunca se ha casado	22	Blanca	No aplica	No fuertemente demócrata	Católica	No aplica	3
2012	Nunca se ha casado	30	Blanca	20000 - 24999	No fuertemente demócrata	Ninguna	No aplica	2
2012	Casado	32	Blanca	25000 o más	Independiente	Católica	No aplica	2
2012	Viudo	89	Blanca	No aplica	No fuertemente republicano	Protestante	Sínodo luterano	NA
2012	Nunca se ha casado	25	Otra	1000 - 2999	Ind, pro dem	Cristiana	No aplica	1
2012	Nunca se ha casado	62	Blanca	No aplica	No fuertemente demócrata	Protestante	Otra	1
2012	Nunca se ha casado	35	Blanca	25000 o más	Ind, pro rep	Protestante	Iglesia luterana americana	2
2012	Casado	62	Blanca	No aplica	Fuertemente demócrata	Protestante	Otra	13
2012	Casado	51	Blanca	25000 o más	No fuertemente republicano	Protestante	Otra	3
2012	Casado	61	Blanca	25000 o más	Fuertemente republicano	Protestante	Otra	NA
2012	Casado	28	Blanca	25000 o más	Ind, pro dem	Católica	No aplica	NA
2012	Viudo	86	Blanca	No aplica	Ind, pro dem	Católica	No aplica	5
2012	Divorciado	85	Blanca	No aplica	No fuertemente republicano	Protestante	Evangélica luterana	NA
2012	Casado	60	Blanca	25000 o más	Fuertemente republicano	Católica	No aplica	1
2012	Casado	44	Blanca	No aplica	Ind, pro rep	Protestante	No denominacional	2
2012	Nunca se ha casado	21	Blanca	4000 - 4999	Fuertemente demócrata	Católica	No aplica	NA
2012	Nunca se ha casado	28	Blanca	25000 o más	Independiente	Protestante	No denominacional	2
2012	Casado	47	Blanca	20000 - 24999	Independiente	Ninguna	No aplica	NA
2012	Casado	51	Blanca	25000 o más	Fuertemente demócrata	Católica	No aplica	2
2012	Casado	53	Blanca	25000 o más	No fuertemente republicano	Protestante	Evangélica luterana	NA
2012	Casado	41	Blanca	6000 - 6999	No fuertemente demócrata	Ninguna	No aplica	2
2012	Casado	39	Blanca	25000 o más	No fuertemente republicano	Protestante	Iglesia metodista unida	6
2012	Casado	42	Blanca	25000 o más	Fuertemente republicano	Protestante	Iglesia metodista unida	NA
2012	Divorciado	49	Blanca	No aplica	Independiente	Protestante	Bautista, no sabe cuál	4
2012	Casado	50	Blanca	20000 - 24999	Fuertemente demócrata	Ninguna	No aplica	5
2012	Casado	54	Blanca	25000 o más	No fuertemente demócrata	Protestante	Evangélica luterana	NA
2012	Casado	43	Blanca	20000 - 24999	Ind, pro dem	Católica	No aplica	5
2012	Nunca se ha casado	22	Blanca	No aplica	Ind, pro dem	Católica	No aplica	1
2012	Nunca se ha casado	37	Blanca	No aplica	Independiente	Católica	No aplica	NA
2012	Casado	37	Blanca	20000 - 24999	Independiente	Protestante	Evangélica luterana	1
2012	Casado	41	Blanca	No aplica	Independiente	Protestante	Otras bautistas	3
2012	Nunca se ha casado	30	Blanca	Se niega a responder	No fuertemente republicano	Ninguna	No aplica	2
2012	Casado	55	Otra	20000 - 24999	Independiente	Católica	No aplica	2
2012	Divorciado	46	Otra	10000 - 14999	Fuertemente demócrata	Nativa americana	No aplica	2
2012	Casado	27	Blanca	25000 o más	Independiente	Ninguna	No aplica	NA
2012	Divorciado	65	Blanca	25000 o más	Fuertemente republicano	Protestante	Otra	3
2012	Casado	65	Blanca	25000 o más	No fuertemente demócrata	Protestante	Presbiteriana, no sabe cuál	2
2012	Casado	70	Blanca	No aplica	No fuertemente republicano	Protestante	Luterana, no sabe cuál	3
2012	Nunca se ha casado	27	Blanca	No aplica	Fuertemente demócrata	Ninguna	No aplica	3
2012	Casado	33	Blanca	No aplica	Fuertemente demócrata	Protestante	Evangélica luterana	NA
2012	Casado	37	Blanca	25000 o más	Ind, pro rep	Católica	No aplica	1
2012	Nunca se ha casado	23	Blanca	25000 o más	No fuertemente republicano	Ninguna	No aplica	NA
2012	Divorciado	64	Blanca	10000 - 14999	Otro partido	Protestante	No denominacional	3
2012	Nunca se ha casado	29	Blanca	25000 o más	Fuertemente republicano	Protestante	Otra	NA
